Epsilon,TIME_DB_ANN,ARAND_DB_ANN,AMIS_DB_ANN,TIME_DBPK_ANN,ARAND_DBPK_ANN,AMIS_DBPK_ANN,TIME_DBPU_ANN,ARAND_DBPU_ANN,AMIS_DBPU_ANN,TIME_DB,ARAND_DB,AMIS_DB
250,0.7839336395263672,0.0007280974174404376,0.05901128428137474,0.6642234325408936,0.0007280974174404376,0.05901128428137474,0.620377779006958,0.0007280974174404376,0.05901128428137474,6.281103134155273,0.0007280974174404376,0.05901128428137474
257,0.7819068431854248,0.0007280974174404376,0.05901128428137474,0.6811397075653076,0.0007280974174404376,0.05901128428137474,0.6382913589477539,0.0007280974174404376,0.05901128428137474,6.432818651199341,0.0007280974174404376,0.05901128428137474
264,0.7988619804382324,0.0007280974174404376,0.05901128428137474,0.6861350536346436,0.0007280974174404376,0.05901128428137474,0.6432862281799316,0.0007280974174404376,0.05901128428137474,6.49662446975708,0.0007280974174404376,0.05901128428137474
271,0.8238034248352051,0.0007280974174404376,0.05901128428137474,0.7081048488616943,0.0007280974174404376,0.05901128428137474,0.655245304107666,0.0007280974174404376,0.05901128428137474,6.7022716999053955,0.0007280974174404376,0.05901128428137474
278,0.838752269744873,0.0007280974174404376,0.05901128428137474,0.7140591144561768,0.0007280974174404376,0.05901128428137474,0.6772253513336182,0.0007280974174404376,0.05901128428137474,6.944488763809204,0.0007280974174404376,0.05901128428137474
285,0.8407800197601318,0.0007280974174404376,0.05901128428137474,0.7339732646942139,0.0007280974174404376,0.05901128428137474,0.6930873394012451,0.0007280974174404376,0.05901128428137474,7.200739145278931,0.0007280974174404376,0.05901128428137474
292,0.8586649894714355,0.0007280974174404376,0.05901128428137474,0.7719926834106445,0.0007280974174404376,0.05901128428137474,0.6891262531280518,0.0007280974174404376,0.05901128428137474,7.258601427078247,0.0007280974174404376,0.05901128428137474
299,0.886711597442627,0.0007280974174404376,0.05901128428137474,0.7560060024261475,0.0007280974174404376,0.05901128428137474,0.7071108818054199,0.0007280974174404376,0.05901128428137474,7.452094078063965,0.0007280974174404376,0.05901128428137474
306,0.8806135654449463,0.0007280974174404376,0.05901128428137474,0.7709445953369141,0.0007280974174404376,0.05901128428137474,0.7279925346374512,0.0007280974174404376,0.05901128428137474,7.704238414764404,0.0007280974174404376,0.05901128428137474
313,0.9076628684997559,0.0007280974174404376,0.05901128428137474,0.8125028610229492,0.0007280974174404376,0.05901128428137474,0.7361733913421631,0.0007280974174404376,0.05901128428137474,7.8488616943359375,0.0007280974174404376,0.05901128428137474
320,0.9284567832946777,0.0007280974174404376,0.05901128428137474,0.8257908821105957,0.0007280974174404376,0.05901128428137474,0.760023832321167,0.0007280974174404376,0.05901128428137474,8.12623906135559,0.0007280974174404376,0.05901128428137474
327,0.9457032680511475,0.0007280974174404376,0.05901128428137474,0.8269343376159668,0.0007280974174404376,0.05901128428137474,0.765958309173584,0.0007280974174404376,0.05901128428137474,8.4715096950531,0.0007280974174404376,0.05901128428137474
334,0.9675414562225342,0.0007280974174404376,0.05901128428137474,0.8199059963226318,0.0007280974174404376,0.05901128428137474,0.8337092399597168,0.0007280974174404376,0.05901128428137474,8.798794984817505,0.0007280974174404376,0.05901128428137474
341,0.980463981628418,0.0007280974174404376,0.05901128428137474,0.8842175006866455,0.0007280974174404376,0.05901128428137474,0.7893631458282471,0.0007280974174404376,0.05901128428137474,9.038262844085693,0.0007280974174404376,0.05901128428137474
348,1.1508903503417969,0.0007280974174404376,0.05901128428137474,0.9354958534240723,0.0007280974174404376,0.05901128428137474,0.9594244956970215,0.0007280974174404376,0.05901128428137474,9.33303189277649,0.0007280974174404376,0.05901128428137474
355,1.0372254848480225,0.0007280974174404376,0.05901128428137474,0.9026134014129639,0.0007280974174404376,0.05901128428137474,0.8317446708679199,0.0007280974174404376,0.05901128428137474,9.40224552154541,0.0007280974174404376,0.05901128428137474
362,1.0312695503234863,0.0007280974174404376,0.05901128428137474,0.8985707759857178,0.0007280974174404376,0.05901128428137474,0.8332207202911377,0.0007280974174404376,0.05901128428137474,9.521771430969238,0.0007280974174404376,0.05901128428137474
369,1.1271016597747803,0.0007280974174404376,0.05901128428137474,0.9514884948730469,0.0007280974174404376,0.05901128428137474,0.9057118892669678,0.0007280974174404376,0.05901128428137474,9.769036293029785,0.0007280974174404376,0.05901128428137474
376,1.0823748111724854,0.0007280974174404376,0.05901128428137474,0.9675459861755371,0.0007280974174404376,0.05901128428137474,0.8666896820068359,0.0007280974174404376,0.05901128428137474,9.92322301864624,0.0007280974174404376,0.05901128428137474
383,1.0940134525299072,0.0007280974174404376,0.05901128428137474,0.9385442733764648,0.0007280974174404376,0.05901128428137474,0.8777744770050049,0.0007280974174404376,0.05901128428137474,10.22525930404663,0.0007280974174404376,0.05901128428137474
390,1.1110267639160156,0.0007280974174404376,0.05901128428137474,0.9454996585845947,0.0007280974174404376,0.05901128428137474,0.9055678844451904,0.0007280974174404376,0.05901128428137474,10.414175748825073,0.0007280974174404376,0.05901128428137474
397,1.1470434665679932,0.0007280974174404376,0.05901128428137474,0.9634220600128174,0.0007280974174404376,0.05901128428137474,0.909693717956543,0.0007280974174404376,0.05901128428137474,10.839026927947998,0.0007280974174404376,0.05901128428137474
404,1.1400718688964844,0.0007280974174404376,0.05901128428137474,0.9753308296203613,0.0007280974174404376,0.05901128428137474,0.9146935939788818,0.0007280974174404376,0.05901128428137474,11.401255369186401,0.0007280974174404376,0.05901128428137474
411,1.1828992366790771,0.0007280974174404376,0.05901128428137474,1.011293888092041,0.0007280974174404376,0.05901128428137474,0.9614274501800537,0.0007280974174404376,0.05901128428137474,12.01484990119934,0.0007280974174404376,0.05901128428137474
418,1.181347131729126,0.0007280974174404376,0.05901128428137474,1.0023093223571777,0.0007280974174404376,0.05901128428137474,0.753037691116333,0.0007280974174404376,0.05901128428137474,11.188094854354858,0.0007280974174404376,0.05901128428137474
425,0.9943358898162842,0.0007280974174404376,0.05901128428137474,0.8238582611083984,0.0007280974174404376,0.05901128428137474,0.7639257907867432,0.0007280974174404376,0.05901128428137474,12.546853065490723,0.0007280974174404376,0.05901128428137474
432,1.0861403942108154,0.0007280974174404376,0.05901128428137474,0.8377594947814941,0.0007280974174404376,0.05901128428137474,0.784869909286499,0.0007280974174404376,0.05901128428137474,12.167208909988403,0.0007280974174404376,0.05901128428137474
439,1.0421812534332275,0.0007280974174404376,0.05901128428137474,0.8626618385314941,0.0007280974174404376,0.05901128428137474,0.8318047523498535,0.0007280974174404376,0.05901128428137474,12.096317052841187,0.0007280974174404376,0.05901128428137474
446,1.1658856868743896,0.0007280974174404376,0.05901128428137474,0.9434750080108643,0.0007280974174404376,0.05901128428137474,0.8407492637634277,0.0007280974174404376,0.05901128428137474,12.669898271560669,0.0007280974174404376,0.05901128428137474
