Time,f_micro,f_macro,f_weighted,adj_rand,adj_mut,eps,minp,queries
0.03175997734069824,0.0,0.0,0.0,0.0,0.0,0.1,5,150
0.030591249465942383,0.0,0.0,0.0,0.00558952746134848,0.060283847802228265,0.15,5,150
0.03088974952697754,0.0,0.0,0.0,0.04005940810221554,0.16630806933024372,0.2,5,150
0.03091740608215332,0.0,0.0,0.0,0.12000582885454432,0.2838332502290831,0.25,5,150
0.03037285804748535,0.0,0.0,0.0,0.28786960701824854,0.43600299369655654,0.3,5,150
0.02991962432861328,0.0,0.0,0.0,0.463106284006026,0.5659028596524202,0.35,5,150
0.03091716766357422,0.0,0.0,0.0,0.6157982793321057,0.6457096974910171,0.4,5,150
0.02991962432861328,0.22666666666666666,0.136,0.18133333333333335,0.4656178738012906,0.5282108618854829,0.45,5,150
0.03021693229675293,0.25333333333333335,0.1450381679389313,0.19338422391857507,0.502286016441906,0.5717272983301364,0.5,5,150
0.030916929244995117,0.2866666666666667,0.15467625899280577,0.2062350119904077,0.531108405406639,0.618817593017536,0.6,5,150
0.02991962432861328,0.3,0.1595744680851064,0.2127659574468085,0.5346315032167204,0.6263218090910309,0.62,5,150
0.030888795852661133,0.30666666666666664,0.1619718309859155,0.21596244131455403,0.5369965960725409,0.6315987475996333,0.65,5,150
0.03122687339782715,0.30666666666666664,0.1619718309859155,0.21596244131455403,0.5369965960725409,0.6315987475996333,0.68,5,150
0.030917644500732422,0.30666666666666664,0.1619718309859155,0.21596244131455403,0.5369965960725409,0.6315987475996333,0.7,5,150
0.03091716766357422,0.30666666666666664,0.15753424657534248,0.21004566210045664,0.5609099839129877,0.7049620103692974,0.8,5,150
0.030916690826416016,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,1.0,5,150
0.03091740608215332,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,1.2,5,150
0.034906625747680664,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,1.5,5,150
0.029920339584350586,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,1.7,5,150
0.029919862747192383,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,1.8,5,150
0.030916690826416016,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,2.0,5,150
0.029920101165771484,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,2.2,5,150
0.02994847297668457,0.3333333333333333,0.2222222222222222,0.22222222222222218,0.5681159420289855,0.7315847607219572,2.3,5,150
