factor,n_clusters_db,n_noise_db,acc_db,Exec_time_db,n_clusters_dbp_uni,n_noise_dbp_uni,acc_dbp_uni,Exec_time_dbp_uni,n_clusters_dbp_kg,n_noise_dbp_kg,acc_dbp_kg,Exec_time_dbp_kg
0.1,12.0,536.0,0.5705281460552054,0.37385106086730957,9.0,760.0,0.24342534231688764,11.78064250946045,11.0,690.0,0.25820473810041294,2.4855167865753174
0.2,12.0,536.0,0.5705281460552054,0.3678128719329834,7.0,667.0,0.2736361660508585,23.6095712184906,9.0,584.0,0.2788524233862204,9.816180229187012
0.30000000000000004,12.0,536.0,0.5705281460552054,0.36290454864501953,9.0,640.0,0.27233210171701805,35.83580541610718,10.0,572.0,0.2788524233862204,20.360488653182983
0.4,12.0,536.0,0.5705281460552054,0.3581206798553467,8.0,616.0,0.2758096066072593,47.772350549697876,10.0,568.0,0.27906976744186046,34.10166692733765
0.5,12.0,536.0,0.5705281460552054,0.35364651679992676,10.0,585.0,0.27841773527494024,56.678043603897095,11.0,557.0,0.27906976744186046,46.73831844329834
0.6,12.0,536.0,0.5705281460552054,0.35143566131591797,11.0,565.0,0.27776570310802,69.84719634056091,11.0,555.0,0.27906976744186046,60.42752265930176
0.7000000000000001,12.0,536.0,0.5705281460552054,0.3746657371520996,10.0,569.0,0.27950445555314063,80.37453174591064,11.0,555.0,0.27906976744186046,74.16813850402832
0.8,12.0,536.0,0.5705281460552054,0.34067440032958984,11.0,569.0,0.27798304716366007,86.95975637435913,11.0,554.0,0.27906976744186046,90.25806260108948
0.9,12.0,536.0,0.5705281460552054,0.3397216796875,10.0,564.0,0.27950445555314063,99.97338008880615,11.0,552.0,0.27950445555314063,104.1809093952179
1.0,12.0,536.0,0.5705281460552054,0.3412508964538574,11.0,552.0,0.27950445555314063,111.80991888046265,11.0,552.0,0.27950445555314063,112.2983546257019
